ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-532453,Source2,2,2022-08-19 08:55:03,2022-08-19 09:24:38,37.617523,-120.990738,,,0.0,Crash on CA-99 Northbound before Exit 225A Crows Landing Rd.,CA-99,Modesto,Stanislaus,CA,95351,US,US/Pacific,KMOD,2022-08-19 08:53:00,74.0,74.0,48.0,29.71,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532458,Source3,1,2022-08-19 08:17:41,2022-08-19 09:02:47,35.379101,-118.96447,,,0.0,Crash on Quincy St at Cypress Cir.,Cypress Cir,Bakersfield,Kern,CA,93306,US,US/Pacific,KBFL,2022-08-19 07:54:00,82.0,82.0,35.0,29.32,7.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532460,Source2,1,2022-08-19 09:52:55,2022-08-19 10:52:21,33.882309,-117.583603,,,0.0,Multi-vehicle crash on CA-91 Eastbound before Exit 49 Lincoln Ave.,CA-91 W,Corona,Riverside,CA,92882,US,US/Pacific,KAJO,2022-08-19 09:56:00,77.0,77.0,54.0,29.27,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532461,Source2,3,2022-08-19 09:52:08,2022-08-19 10:51:29,33.928515999999995,-118.239334,,,0.0,HOV lane blocked due to crash on I-105 Westbound after Exit 10 Imperial Hwy.,I-105,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,2022-08-19 09:53:00,73.0,73.0,66.0,29.77,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-532462,Source2,3,2022-08-19 08:58:33,2022-08-19 09:28:16,34.082909,-117.695221,,,0.0,#3 lane blocked due to crash on I-10 Eastbound before Exit 48 Monte Vista Ave.,I-10,Montclair,San Bernardino,CA,91763,US,US/Pacific,KPOC,2022-08-19 08:47:00,70.0,70.0,64.0,28.8,10.0,WSW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532463,Source3,1,2022-08-19 09:15:59,2022-08-19 10:06:59,34.151779,-118.147835,,,0.0,Crash on Fair Oaks Ave at CA-134.,CA-134,Pasadena,Los Angeles,CA,91103,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532464,Source3,2,2022-08-19 08:11:56,2022-08-19 08:41:35,38.564442,-121.339706,,,0.0,Crash on US-50 at Exit 13 Bradshaw Rd.,El Dorado Fwy W,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,2022-08-19 08:15:00,68.0,68.0,64.0,29.7,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532472,Source2,1,2022-08-19 08:48:56,2022-08-19 09:35:32,38.044849,-121.096153,,,0.0,Crash on Duncan Rd at Comstock Rd.,E Comstock Rd,Linden,San Joaquin,CA,95236-9622,US,US/Pacific,KSCK,2022-08-19 08:55:00,75.0,75.0,50.0,29.79,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532473,Source3,1,2022-08-19 09:39:36,2022-08-19 10:09:00,38.656719,-121.071922,,,0.0,Crash on El Dorado Hills Blvd Southbound at Saratoga Way.,Saratoga Way,El Dorado Hills,El Dorado,CA,95762,US,US/Pacific,KMHR,2022-08-19 09:35:00,75.0,75.0,47.0,29.71,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532475,Source2,2,2022-08-18 21:28:26,2022-08-18 22:59:20,33.825485,-118.207306,,,0.0,Lane blocked on entry ramp due to crash on I-710 Northbound on I-405 Southbound.,I-710,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,2022-08-18 21:53:00,68.0,68.0,70.0,29.83,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-532477,Source2,1,2022-08-19 07:32:39,2022-08-19 08:02:08,38.552429,-121.411499,,,0.7200000286102295,Crash on exit ramp from US-50 Eastbound at Exit 9 to Hornet Dr.,El Dorado Fwy E,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,2022-08-19 07:35:00,64.0,64.0,73.0,29.7,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532478,Source2,1,2022-08-19 09:13:36,2022-08-19 09:58:44,38.556149,-121.443192,,,0.0,Crash on US-50 Eastbound at Exit 7 Stockton Blvd.,CA-16 E,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,2022-08-19 08:53:00,68.0,68.0,65.0,29.81,10.0,S,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532483,Source2,1,2022-08-19 08:09:48,2022-08-19 08:40:00,37.822716,-122.320107,,,0.0,Left hand shoulder blocked due to crash on I-80 Eastbound before Exit 8A / I-880.,I-80 E,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2022-08-19 07:53:00,59.0,59.0,90.0,29.9,8.0,SW,8.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532484,Source2,1,2022-08-19 08:44:51,2022-08-19 09:31:25,37.487129,-119.967712,,,0.0,Crash on CA-140 at 8th St.,8th St,Mariposa,Mariposa,CA,95338,US,US/Pacific,KMCE,2022-08-19 08:53:00,77.0,77.0,39.0,29.66,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-532485,Source2,1,2022-08-19 08:48:19,2022-08-19 09:33:25,37.987251,-121.796059,,,0.0,Crash on Davison Dr at Ashburton Dr.,Davison Dr,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2022-08-19 08:53:00,67.0,67.0,66.0,29.81,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532492,Source2,1,2022-08-19 09:23:57,2022-08-19 09:53:32,38.55476,-121.439697,,,0.0,Crash on US-50 at Exit 8A 59th St.,CA-16 W,Sacramento,Sacramento,CA,95819,US,US/Pacific,KSAC,2022-08-19 09:53:00,74.0,74.0,53.0,29.8,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532495,Source2,3,2022-08-19 09:23:14,2022-08-19 09:52:40,34.066254,-117.9907,,,0.0,#1 lane blocked due to crash on I-10 Eastbound after Exits 30 31B 31C Durfee Ave.,I-10,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2022-08-19 09:53:00,75.0,75.0,64.0,29.73,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532496,Source2,1,2022-08-19 08:38:05,2022-08-19 09:07:52,37.99276,-121.68953700000002,,,0.0,Crash on Frank Hengel Way at Shearwater Way.,Shearwater Way,Oakley,Contra Costa,CA,94561,US,US/Pacific,KCCR,2022-08-19 08:53:00,67.0,67.0,66.0,29.81,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532505,Source2,2,2022-08-19 08:25:48,2022-08-19 08:56:00,36.807888,-119.886902,,,0.0,Left hand shoulder blocked due to crash on CA-99 Southbound at Exit 140 Shaw Ave.,W Shaw Ave,Fresno,Fresno,CA,93722,US,US/Pacific,KFAT,2022-08-19 08:53:00,80.0,80.0,39.0,29.48,10.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532507,Source3,1,2022-08-19 07:55:51,2022-08-19 08:41:23,37.299171,-121.819183,,,0.0,Crash on Brandybuck Way at Mclaughlin Ave.,McLaughlin Ave,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2022-08-19 07:50:00,61.0,61.0,88.0,29.76,10.0,CALM,0.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532508,Source2,1,2022-08-19 08:12:40,2022-08-19 08:58:31,37.60939000000001,-120.980011,,,0.0,Crash on Morgan Rd at Hatch Rd.,E Hatch Rd,Modesto,Stanislaus,CA,95351-5801,US,US/Pacific,KMOD,2022-08-19 07:53:00,70.0,70.0,55.0,29.7,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532509,Source2,3,2022-08-19 08:27:02,2022-08-19 08:56:22,37.995853,-122.071526,,,0.0,#1 lane blocked due to crash on I-680 Southbound from Exit 53 CA-4 .,I-680,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2022-08-19 08:53:00,67.0,67.0,66.0,29.81,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532511,Source2,2,2022-08-19 07:09:50,2022-08-19 07:39:34,33.947849,-117.386742,,,0.0,Lane blocked due to crash on CA-91 Eastbound after Exit 61 Indiana Ave.,CA-91,Riverside,Riverside,CA,92506,US,US/Pacific,KRAL,2022-08-19 06:53:00,67.0,67.0,66.0,28.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532512,Source2,3,2022-08-19 07:23:23,2022-08-19 08:08:07,34.256671999999995,-118.435226,,,0.0,Fast lane blocked due to crash on I-5 Southbound at Exit 155B Van Nuys Blvd.,I-5,Pacoima,Los Angeles,CA,91331,US,US/Pacific,KWHP,2022-08-19 08:00:00,75.0,75.0,47.0,28.82,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532523,Source3,2,2022-08-19 08:17:41,2022-08-19 09:02:49,37.37574,-118.39736200000002,,,0.0,Crash on US-395 Sierra Hwy Southbound at Wye Rd.,N Sierra St,Bishop,Inyo,CA,93514,US,US/Pacific,KBIH,2022-08-19 07:56:00,73.0,73.0,39.0,25.87,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532524,Source2,1,2022-08-19 08:17:03,2022-08-19 09:02:15,37.697857,-121.069489,,,0.0,Crash on CA-99 Northbound before Exit 232 Sisk Rd.,CA-99,Modesto,Stanislaus,CA,95356,US,US/Pacific,KMOD,2022-08-19 07:53:00,70.0,70.0,55.0,29.7,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532525,Source2,3,2022-08-19 08:14:36,2022-08-19 09:01:08,37.97322800000001,-122.062088,,,0.0,Three lanes blocked due to crash on I-680 Southbound after Exit 52 / Concord Ave. SigAlert issued.,I-680 S,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2022-08-19 07:53:00,63.0,63.0,75.0,29.8,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532526,Source3,1,2022-08-19 07:58:46,2022-08-19 08:28:34,38.160049,-121.24334,,,0.0,Crash on Woodbridge Rd at Kennefick Rd.,N Kennefick Rd,Acampo,San Joaquin,CA,95220,US,US/Pacific,KSCK,2022-08-19 07:55:00,69.0,69.0,61.0,29.78,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532528,Source2,3,2022-08-19 08:47:46,2022-08-19 09:35:23,34.073273,-118.219238,,,0.0,#1 lane blocked due to crash on I-5 Northbound before Exit 136 Broadway.,I-5,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2022-08-19 08:47:00,72.0,72.0,66.0,29.63,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532532,Source2,3,2022-08-19 05:06:53,2022-08-19 05:52:57,37.837742,-122.296631,,,0.0,HOV lane blocked due to crash on I-80 Westbound after Powell St.,Eastshore Fwy W,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2022-08-19 04:53:00,59.0,59.0,90.0,29.89,10.0,NW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-532533,Source2,1,2022-08-19 08:49:11,2022-08-19 09:34:57,37.910961,-121.622887,,,0.0,Crash on Bixler Rd near Point Of Timber Rd.,Bixler Rd,Brentwood,Contra Costa,CA,94513-3716,US,US/Pacific,KLVK,2022-08-19 08:53:00,,,,29.45,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532534,Source2,2,2022-08-19 08:51:06,2022-08-19 09:36:45,34.136585,-117.53073899999998,,,0.0,#3 lane blocked due to crash on CA-210 Westbound before Exit 64A I-15.,CA-210,Rancho Cucamonga,San Bernardino,CA,91739,US,US/Pacific,KONT,2022-08-19 08:53:00,73.0,73.0,59.0,28.82,8.0,SSW,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532535,Source2,3,2022-08-19 08:36:11,2022-08-19 09:05:54,34.221405,-118.473236,,,0.0,Lane blocked due to crash on I-405 Southbound before Exit 68 Roscoe Blvd.,Roscoe Blvd,North Hills,Los Angeles,CA,91343,US,US/Pacific,KVNY,2022-08-19 08:51:00,76.0,76.0,52.0,28.99,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532539,Source2,3,2022-08-19 08:23:18,2022-08-19 09:07:56,33.925495,-118.324707,,,0.0,#1 lane blocked due to crash on I-105 Westbound before Exit 5 Crenshaw Blvd.,I-105,Hawthorne,Los Angeles,CA,90250,US,US/Pacific,KHHR,2022-08-19 08:53:00,70.0,70.0,73.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532540,Source2,3,2022-08-19 08:53:47,2022-08-19 09:23:30,33.928223,-118.254234,,,0.0,Lane blocked due to crash on I-105 Westbound at Exit 9 Central Ave.,I-105,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,2022-08-19 08:53:00,70.0,70.0,73.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532541,Source2,1,2022-08-19 08:24:26,2022-08-19 09:08:35,34.096062,-117.302017,,,0.0,Right hand shoulder blocked due to crash on I-215 Southbound before Exit 42 Mill St.,I-215,San Bernardino,San Bernardino,CA,92410,US,US/Pacific,KSBD,2022-08-19 08:55:00,77.0,77.0,39.0,28.62,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532544,Source2,2,2022-08-19 07:46:13,2022-08-19 08:33:48,37.344948,-120.613846,,,0.0,#1 lane blocked due to crash on CA-99 Northbound at Exit 195 Sycamore Ave.,CA-99 N,Atwater,Merced,CA,95301,US,US/Pacific,KMER,2022-08-19 07:45:00,72.0,72.0,43.0,29.62,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532545,Source2,1,2022-08-19 08:38:37,2022-08-19 09:08:26,38.389118,-121.43411299999998,,,0.0,Crash on Franklin High Rd at Mclean Dr.,Franklin High Rd,Elk Grove,Sacramento,CA,95757,US,US/Pacific,KSAC,2022-08-19 08:53:00,68.0,68.0,65.0,29.81,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532546,Source3,1,2022-08-19 07:50:40,2022-08-19 08:36:22,38.68287700000001,-121.336594,,,0.0,Right hand shoulder blocked due to crash on I-80 Westbound at Exit 98 CR-E14 Elkhorn Blvd.,Greenback Ln,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2022-08-19 07:55:00,66.0,66.0,68.0,29.7,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532547,Source2,1,2022-08-19 08:58:34,2022-08-19 09:28:14,36.44625900000001,-121.359703,,,0.0,Crash on US-101 Northbound at Silliman Rd.,El Camino Real S,Soledad,Monterey,CA,93960,US,US/Pacific,KSNS,2022-08-19 08:53:00,61.0,61.0,81.0,29.83,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532548,Source3,2,2022-08-19 07:50:40,2022-08-19 08:36:25,38.901909,-122.611671,,,0.0,Crash on CA-29 at Clayton Creek Rd.,Clayton Creek Rd,Lower Lake,Lake,CA,95457-9515,US,US/Pacific,KSTS,2022-08-19 07:53:00,54.0,54.0,100.0,29.73,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532549,Source2,3,2022-08-19 08:06:25,2022-08-19 08:37:00,37.70166,-121.769699,,,0.0,#1 lane blocked due to crash on I-580 Westbound at Exit 52 Livermore Ave.,I-580 W,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2022-08-19 07:53:00,,,,29.45,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532550,Source2,3,2022-08-19 08:58:07,2022-08-19 09:27:32,37.813675,-122.361519,,,0.0,#2 lane blocked due to crash on I-80 Bay Brg Westbound near Exit 4 Macalla Rd.,I-80 W,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-08-19 08:53:00,60.0,60.0,86.0,29.91,9.0,WSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532554,Source2,3,2022-08-19 08:58:58,2022-08-19 09:28:46,33.91293,-118.136307,,,0.0,HOV lane blocked due to crash on I-105 Eastbound at Exit 16 CA-19 Lakewood Blvd.,I-105,Downey,Los Angeles,CA,90242,US,US/Pacific,KLGB,2022-08-19 08:53:00,70.0,70.0,71.0,29.78,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532556,Source2,1,2022-08-19 07:25:18,2022-08-19 08:10:17,37.876148,-122.51331299999998,,,0.0,Crash on Buckelew St at Donahue St.,Buckelew St,Sausalito,Marin,CA,94965-1158,US,US/Pacific,KSFO,2022-08-19 06:56:00,58.0,58.0,87.0,29.89,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-532558,Source2,1,2022-08-19 08:12:37,2022-08-19 08:42:12,37.551182,-122.051003,,,0.0,Crash on Newark Blvd near CA-84.,Newark Blvd,Newark,Alameda,CA,94560-1215,US,US/Pacific,KPAO,2022-08-19 07:47:00,63.0,63.0,82.0,29.91,10.0,CALM,0.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532563,Source2,1,2022-08-19 07:44:11,2022-08-19 08:32:00,36.435207,-121.340004,,,0.0,Crash on US-101 Northbound at Exit 303 Moranda Rd.,El Camino Real N,Soledad,Monterey,CA,93960,US,US/Pacific,KSNS,2022-08-19 07:53:00,59.0,59.0,87.0,29.83,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532564,Source3,1,2022-08-19 07:27:12,2022-08-19 07:56:56,36.776711,-121.663116,,,0.0,Crash on Pesante Rd at Pollock Ln.,Pesante Rd,Salinas,Monterey,CA,93907-1563,US,US/Pacific,KSNS,2022-08-19 07:23:00,59.0,59.0,87.0,29.83,9.0,NW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532566,Source2,3,2022-08-19 08:03:20,2022-08-19 08:34:00,37.701344,-121.845016,,,0.0,#5 lane blocked due to crash on I-580 Westbound at Exit 48 El Charro Rd.,I-580 W,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2022-08-19 07:53:00,,,,29.45,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532567,Source2,1,2022-08-19 08:01:44,2022-08-19 08:31:22,38.342892,-122.007172,,,0.0,Right hand shoulder blocked due to crash on I-80 Westbound at Exit 52 Cherry Glen Rd.,I-80,Vacaville,Solano,CA,95688,US,US/Pacific,KVCB,2022-08-19 07:53:00,67.0,67.0,61.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532575,Source2,2,2022-08-19 08:26:07,2022-08-19 08:55:39,37.97998,-122.065575,,,0.0,Crash on I-680 Southbound before Exit 52 Contra Costa Blvd.,I-680,Pleasant Hill,Contra Costa,CA,94523,US,US/Pacific,KCCR,2022-08-19 08:53:00,67.0,67.0,66.0,29.81,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532580,Source2,2,2022-08-19 07:35:17,2022-08-19 08:04:55,33.876354,-118.121635,,,0.0,HOV lane blocked due to crash on CA-91 Westbound before Exit 16 Beverly St.,CA-91,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2022-08-19 07:53:00,69.0,69.0,73.0,29.79,8.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532581,Source2,1,2022-08-19 08:12:20,2022-08-19 08:42:09,36.706581,-119.851379,,,0.0,Crash on Jensen Ave at Prospect Ave.,S Prospect Ave,Fresno,Fresno,CA,93706-4641,US,US/Pacific,KFAT,2022-08-19 07:53:00,77.0,77.0,37.0,29.47,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532592,Source2,1,2022-08-19 07:13:26,2022-08-19 07:43:01,33.928619,-118.290237,,,0.0,Right hand shoulder blocked due to crash on I-105 Westbound at Exit 7A Vermont Ave.,I-105,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2022-08-19 06:53:00,66.0,66.0,81.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532593,Source2,1,2022-08-19 07:44:33,2022-08-19 08:14:19,34.261082,-118.439262,,,0.0,Right hand shoulder blocked due to crash on I-5 Northbound at Exit 156 CA-118.,156A,Pacoima,Los Angeles,CA,91331,US,US/Pacific,KWHP,2022-08-19 08:00:00,75.0,75.0,47.0,28.82,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532610,Source2,1,2022-08-19 07:01:47,2022-08-19 07:31:37,34.173439,-119.177582,,,0.0,Crash on Saviers Rd at Channel Islands Blvd.,Saviers Rd,Oxnard,Ventura,CA,93033,US,US/Pacific,KOXR,2022-08-19 07:09:00,57.0,57.0,100.0,29.81,0.75,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-532611,Source2,1,2022-08-19 06:26:48,2022-08-19 06:56:29,35.094551,-119.109917,,,0.0,Crash on Old River Rd at Copus Rd.,Old River Rd,Bakersfield,Kern,CA,93311-9697,US,US/Pacific,KBFL,2022-08-19 06:54:00,75.0,75.0,44.0,29.32,5.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532612,Source2,1,2022-08-19 06:28:11,2022-08-19 06:57:53,36.95277,-120.29171,,,0.0,Crash on Road 14 at Avenue 14.,Avenue 14,Madera,Madera,CA,93637,US,US/Pacific,KMAE,2022-08-19 06:53:00,66.0,66.0,56.0,29.56,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532613,Source2,2,2022-08-19 07:19:07,2022-08-19 08:04:31,37.70174,-121.890678,,,0.0,Crash on I-580 Westbound after Exit 46 Hacienda Dr.,I-580,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,2022-08-19 06:53:00,59.0,59.0,90.0,29.45,,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532614,Source3,2,2022-08-19 07:20:34,2022-08-19 08:05:17,33.984638000000004,-117.344269,,,0.0,Lane blocked due to crash on CA-60 Northbound at Exit 33 3rd St.,I-215,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,2022-08-19 06:53:00,67.0,67.0,66.0,28.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532615,Source2,3,2022-08-19 06:36:21,2022-08-19 07:06:01,34.068844,-118.042313,,,0.0,HOV lane blocked due to crash on I-10 Westbound before Exit 28 Santa Anita Ave.,I-10,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2022-08-19 06:53:00,67.0,67.0,79.0,29.73,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532616,Source2,2,2022-08-19 03:41:36,2022-08-19 04:10:43,34.075005,-118.273972,,,0.0,#2/3/4 lane blocked due to crash on US-101 Northbound before Exit 5A London St. SigAlert issued.,US-101,Los Angeles,Los Angeles,CA,90026,US,US/Pacific,KCQT,2022-08-19 03:47:00,62.0,62.0,86.0,29.63,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-532624,Source2,1,2022-08-19 07:21:21,2022-08-19 08:07:36,37.746044,-121.584045,,,0.0,Right hand shoulder blocked due to crash on Altamont Pass Rd near Grant Line Rd.,W Grant Line Rd,Tracy,Alameda,CA,95391-9601,US,US/Pacific,KLVK,2022-08-19 06:53:00,59.0,59.0,90.0,29.45,,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-532633,Source2,1,2022-08-19 08:05:58,2022-08-19 08:35:47,36.167301,-119.083107,,,0.0,Crash on CA-65 at Avenue 208.,Avenue 208,Lindsay,Tulare,CA,93247,US,US/Pacific,KPTV,2022-08-19 07:56:00,77.0,77.0,45.0,29.41,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-532634,Source2,1,2022-08-19 08:08:56,2022-08-19 08:38:45,38.683971,-121.457047,,,0.0,Crash on CR-E14 Elkhorn Blvd at Rio Linda Blvd.,Elkhorn Blvd,Rio Linda,Sacramento,CA,95673,US,US/Pacific,KMCC,2022-08-19 08:15:00,68.0,68.0,64.0,29.7,10.0,S,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
